,ID,setting_name,openml_id,learner_name,sampling_strategy_name,test_split_seed,train_split_seed,seed,iteration,test_accuracy,test_f1,test_precision,test_recall,test_auc,test_log_loss
431,3645,small,182,rf_entropy,random,0,0,0,11,0.80772856,0.78414418,0.79570391,0.80772856,0.95525306,0.85381907
432,3646,small,182,rf_entropy,random,0,0,0,12,0.79123468,0.77079677,0.78332643,0.79123468,0.94942936,1.00419408
433,3647,small,182,rf_entropy,random,0,0,0,13,0.79076343,0.76479439,0.78417145,0.79076343,0.9518444,0.97610045
434,3648,small,182,rf_entropy,random,0,0,0,14,0.79830349,0.78542905,0.79715342,0.79830349,0.95292808,1.02345785
435,3649,small,182,rf_entropy,random,0,0,0,15,0.80160226,0.78932736,0.80189192,0.80160226,0.95251979,1.04105331
436,3650,small,182,rf_entropy,random,0,0,0,16,0.79783223,0.77178254,0.78699983,0.79783223,0.94990695,1.02174519
437,3651,small,182,rf_entropy,random,0,0,0,17,0.80301602,0.79431582,0.80629723,0.80301602,0.95451364,0.96362117
438,3652,small,182,rf_entropy,random,0,0,0,18,0.79971725,0.78493137,0.79807347,0.79971725,0.95017388,1.05351121
439,3653,small,182,rf_entropy,random,0,0,0,19,0.81102733,0.81018256,0.82827572,0.81102733,0.95378133,1.04588558
440,3654,small,182,rf_entropy,random,0,0,0,20,0.81668238,0.81370991,0.8285475,0.81668238,0.95397051,1.03284795
441,841,small,188,rf_entropy,random,0,0,0,0,0.43621399,0.4071708,0.39128673,0.43621399,0.75348028,1.2842683
442,842,small,188,rf_entropy,random,0,0,0,1,0.40329218,0.37452988,0.35269882,0.40329218,0.72975084,1.34984432
443,843,small,188,rf_entropy,random,0,0,0,2,0.41975309,0.39291382,0.37946461,0.41975309,0.74199796,1.45994528
444,844,small,188,rf_entropy,random,0,0,0,3,0.46502058,0.44179215,0.4412885,0.46502058,0.74513978,1.32538187
445,845,small,188,rf_entropy,random,0,0,0,4,0.4526749,0.43313878,0.42116196,0.4526749,0.72917455,1.47378276
446,846,small,188,rf_entropy,random,0,0,0,5,0.44444444,0.42834464,0.42217189,0.44444444,0.7518894,1.30293529
447,847,small,188,rf_entropy,random,0,0,0,6,0.44032922,0.41161776,0.39232409,0.44032922,0.74067946,1.48107316
448,848,small,188,rf_entropy,random,0,0,0,7,0.47736626,0.44798426,0.44077185,0.47736626,0.75306539,1.42639561
449,849,small,188,rf_entropy,random,0,0,0,8,0.46090535,0.44144481,0.44148933,0.46090535,0.75462685,1.32264971
450,850,small,188,rf_entropy,random,0,0,0,9,0.46090535,0.44466626,0.43671346,0.46090535,0.75230233,1.31914208
451,851,small,188,rf_entropy,random,0,0,0,10,0.4691358,0.4439288,0.44323732,0.4691358,0.74894392,1.57820013
452,852,small,188,rf_entropy,random,0,0,0,11,0.44444444,0.42627687,0.43193814,0.44444444,0.73620814,1.34477417
453,853,small,188,rf_entropy,random,0,0,0,12,0.45679012,0.44197506,0.46151037,0.45679012,0.76955522,1.40190207
454,854,small,188,rf_entropy,random,0,0,0,13,0.48559671,0.45808541,0.48950347,0.48559671,0.76438054,1.27999889
455,855,small,188,rf_entropy,random,0,0,0,14,0.48148148,0.46554847,0.49292564,0.48148148,0.76619778,1.38852329
456,856,small,188,rf_entropy,random,0,0,0,15,0.50205761,0.4699567,0.48238154,0.50205761,0.77870295,1.2330602
457,857,small,188,rf_entropy,random,0,0,0,16,0.48971193,0.46807018,0.50937578,0.48971193,0.77016231,1.3851385
458,858,small,188,rf_entropy,random,0,0,0,17,0.51851852,0.49961063,0.51554324,0.51851852,0.78930592,1.20108141
459,859,small,188,rf_entropy,random,0,0,0,18,0.50617284,0.48322274,0.49242927,0.50617284,0.79615203,1.17797482
460,860,small,188,rf_entropy,random,0,0,0,19,0.50205761,0.47250604,0.47835336,0.50205761,0.78433879,1.22152614
461,861,small,188,rf_entropy,random,0,0,0,20,0.48148148,0.45463932,0.47759984,0.48148148,0.78407895,1.3410086
462,4495,small,38,rf_entropy,random,0,0,0,0,0.93815261,0.90899329,0.88159196,0.93815261,0.9648091,0.14469375
463,4496,small,38,rf_entropy,random,0,0,0,1,0.93895582,0.90939466,0.88163804,0.93895582,0.96277745,0.15328077
464,4497,small,38,rf_entropy,random,0,0,0,2,0.93975904,0.9113571,0.94339093,0.93975904,0.96147179,0.13080271
465,4498,small,38,rf_entropy,random,0,0,0,3,0.93895582,0.90939466,0.88163804,0.93895582,0.96121854,0.15329999
466,4499,small,38,rf_entropy,random,0,0,0,4,0.94538153,0.92517303,0.94295628,0.94538153,0.9434233,0.17284978
467,4500,small,38,rf_entropy,random,0,0,0,5,0.93895582,0.90939466,0.88163804,0.93895582,0.94450948,0.18395479
468,4501,small,38,rf_entropy,random,0,0,0,6,0.9502008,0.93625848,0.9456202,0.9502008,0.96083022,0.14502502
469,4502,small,38,rf_entropy,random,0,0,0,7,0.94538153,0.92517303,0.94295628,0.94538153,0.9666888,0.13163269
470,4503,small,38,rf_entropy,random,0,0,0,8,0.94618474,0.92977661,0.93746548,0.94618474,0.96140989,0.12259729
471,4504,small,38,rf_entropy,random,0,0,0,9,0.95180723,0.93980138,0.94676166,0.95180723,0.97013867,0.11321605
472,4505,small,38,rf_entropy,random,0,0,0,10,0.95983936,0.95346707,0.95613273,0.95983936,0.96148868,0.11328501
473,4506,small,38,rf_entropy,random,0,0,0,11,0.95100402,0.9352052,0.9534339,0.95100402,0.95878731,0.12656211
474,4507,small,38,rf_entropy,random,0,0,0,12,0.95823293,0.95011058,0.95521377,0.95823293,0.96304759,0.12632158
475,4508,small,38,rf_entropy,random,0,0,0,13,0.95983936,0.95346707,0.95613273,0.95983936,0.96070641,0.11523549
476,4509,small,38,rf_entropy,random,0,0,0,14,0.95100402,0.93606528,0.95053185,0.95100402,0.9724686,0.11838606
477,4510,small,38,rf_entropy,random,0,0,0,15,0.95261044,0.93971985,0.95046038,0.95261044,0.96734163,0.10759354
478,4511,small,38,rf_entropy,random,0,0,0,16,0.95180723,0.93980138,0.94676166,0.95180723,0.96349219,0.12095827
479,4512,small,38,rf_entropy,random,0,0,0,17,0.95341365,0.941808,0.95007417,0.95341365,0.96765116,0.11745579
480,4513,small,38,rf_entropy,random,0,0,0,18,0.95903614,0.94971277,0.95919412,0.95903614,0.97290194,0.11037298
481,4514,small,38,rf_entropy,random,0,0,0,19,0.95261044,0.94182457,0.94706694,0.95261044,0.9756033,0.11409869
482,4515,small,38,rf_entropy,random,0,0,0,20,0.95662651,0.94819176,0.95253206,0.95662651,0.97181577,0.11159668
483,2227,small,307,rf_entropy,random,0,0,0,0,0.42507645,0.41741374,0.43127628,0.42507645,0.84214383,1.82593886
484,2228,small,307,rf_entropy,random,0,0,0,1,0.42201835,0.41989687,0.47018775,0.42201835,0.84480982,1.81048967
485,2229,small,307,rf_entropy,random,0,0,0,2,0.41590214,0.41615602,0.4760899,0.41590214,0.83650695,1.82953676
486,2230,small,307,rf_entropy,random,0,0,0,3,0.43119266,0.42613331,0.49835385,0.43119266,0.8526216,1.99990685
487,2231,small,307,rf_entropy,random,0,0,0,4,0.43425076,0.42403871,0.48071267,0.43425076,0.83982491,1.91282792
488,2232,small,307,rf_entropy,random,0,0,0,5,0.37920489,0.37204633,0.44947109,0.37920489,0.84865165,1.90953786
489,2233,small,307,rf_entropy,random,0,0,0,6,0.42507645,0.42023461,0.49583131,0.42507645,0.85331523,1.90608708
490,2234,small,307,rf_entropy,random,0,0,0,7,0.40366972,0.39506517,0.477719,0.40366972,0.85802796,1.67592134
491,2235,small,307,rf_entropy,random,0,0,0,8,0.40672783,0.39993867,0.48355639,0.40672783,0.84530912,1.70033997
492,2236,small,307,rf_entropy,random,0,0,0,9,0.41284404,0.40309538,0.47406761,0.41284404,0.85292213,1.78892675
493,2237,small,307,rf_entropy,random,0,0,0,10,0.40978593,0.40329071,0.47417576,0.40978593,0.84826684,2.10431092
494,2238,small,307,rf_entropy,random,0,0,0,11,0.43730887,0.4302369,0.47835888,0.43730887,0.86171539,1.75785603
495,2239,small,307,rf_entropy,random,0,0,0,12,0.45565749,0.44481747,0.50535145,0.45565749,0.8420176,2.20783958
496,2240,small,307,rf_entropy,random,0,0,0,13,0.44648318,0.43545255,0.48464663,0.44648318,0.85683302,1.77234855
497,2241,small,307,rf_entropy,random,0,0,0,14,0.43425076,0.42324267,0.46854058,0.43425076,0.86054377,1.94434342
498,2242,small,307,rf_entropy,random,0,0,0,15,0.49235474,0.46931885,0.51097456,0.49235474,0.8729572,1.69597547
499,2243,small,307,rf_entropy,random,0,0,0,16,0.45565749,0.43152404,0.45429009,0.45565749,0.87344623,1.80131625
500,2244,small,307,rf_entropy,random,0,0,0,17,0.4648318,0.44737451,0.49510451,0.4648318,0.86784298,1.72320686
501,2245,small,307,rf_entropy,random,0,0,0,18,0.45565749,0.44338025,0.51963667,0.45565749,0.88024558,1.76576392
502,2246,small,307,rf_entropy,random,0,0,0,19,0.4587156,0.44747137,0.48137866,0.4587156,0.86875599,1.8065332
503,2247,small,307,rf_entropy,random,0,0,0,20,0.47706422,0.45660917,0.50009617,0.47706422,0.8757473,1.69879812
504,1513,small,300,rf_entropy,random,0,0,0,0,0.28554779,0.25523262,0.38096594,0.28554779,0.86105021,2.66165584
505,1514,small,300,rf_entropy,random,0,0,0,1,0.28399378,0.26746491,0.37794956,0.28399378,0.87224271,2.57313184
506,1515,small,300,rf_entropy,random,0,0,0,2,0.2987568,0.26827922,0.38909513,0.2987568,0.88130952,2.5869942
507,1516,small,300,rf_entropy,random,0,0,0,3,0.27894328,0.25519712,0.36516698,0.27894328,0.86045717,2.68614004
508,1517,small,300,rf_entropy,random,0,0,0,4,0.28321678,0.25437178,0.39977558,0.28321678,0.88338451,2.63779971
509,1518,small,300,rf_entropy,random,0,0,0,5,0.26806527,0.24076092,0.37610585,0.26806527,0.88132404,2.58108782
510,1519,small,300,rf_entropy,random,0,0,0,6,0.29098679,0.25706307,0.43106543,0.29098679,0.89232637,2.54260071
511,1520,small,300,rf_entropy,random,0,0,0,7,0.2999223,0.26334298,0.45432793,0.2999223,0.89109793,2.58260771
512,1521,small,300,rf_entropy,random,0,0,0,8,0.3049728,0.27279171,0.47041622,0.3049728,0.89294177,2.71672506
513,1522,small,300,rf_entropy,random,0,0,0,9,0.30885781,0.26528302,0.46029459,0.30885781,0.88856365,2.54285009
514,1523,small,300,rf_entropy,random,0,0,0,10,0.25524476,0.18962249,0.40554316,0.25524476,0.89115106,2.58873959
515,1524,small,300,rf_entropy,random,0,0,0,11,0.27233877,0.22639809,0.45196546,0.27233877,0.89268301,2.54778379
516,1525,small,300,rf_entropy,random,0,0,0,12,0.3034188,0.26566431,0.52196783,0.3034188,0.9001317,2.40991207
517,1526,small,300,rf_entropy,random,0,0,0,13,0.32634033,0.28237942,0.50528879,0.32634033,0.91562729,2.36082727
518,1527,small,300,rf_entropy,random,0,0,0,14,0.33022533,0.28242827,0.48764497,0.33022533,0.91624968,2.39022338
519,1528,small,300,rf_entropy,random,0,0,0,15,0.32944833,0.26675917,0.53752298,0.32944833,0.91592687,2.42116878
520,1529,small,300,rf_entropy,random,0,0,0,16,0.32789433,0.26651807,0.55509272,0.32789433,0.90971824,2.40721596
521,1530,small,300,rf_entropy,random,0,0,0,17,0.33177933,0.27795672,0.46992646,0.33177933,0.91311656,2.44037106
522,1531,small,300,rf_entropy,random,0,0,0,18,0.35392385,0.29761357,0.49602013,0.35392385,0.91580647,2.42431865
523,1532,small,300,rf_entropy,random,0,0,0,19,0.37567988,0.31621319,0.49281466,0.37567988,0.91422822,2.38846042
524,1533,small,300,rf_entropy,random,0,0,0,20,0.37412587,0.30862299,0.48208186,0.37412587,0.91090077,2.45931655
525,1303,small,458,rf_entropy,random,0,0,0,0,0.93165468,0.93028023,0.93442421,0.93165468,0.99628199,0.51635414
526,1304,small,458,rf_entropy,random,0,0,0,1,0.9352518,0.9308499,0.93795296,0.9352518,0.99662282,0.49081804
527,1305,small,458,rf_entropy,random,0,0,0,2,0.95683453,0.95657155,0.95757715,0.95683453,0.996704,0.49901377
528,1306,small,458,rf_entropy,random,0,0,0,3,0.95683453,0.95664292,0.95791716,0.95683453,0.99648066,0.4874086
529,1307,small,458,rf_entropy,random,0,0,0,4,0.93884892,0.93654244,0.94069589,0.93884892,0.99642572,0.46875605
530,1308,small,458,rf_entropy,random,0,0,0,5,0.94604317,0.9413564,0.94814794,0.94604317,0.9961495,0.48115431
531,1309,small,458,rf_entropy,random,0,0,0,6,0.95323741,0.95258017,0.95403579,0.95323741,0.99698308,0.48018492
532,1310,small,458,rf_entropy,random,0,0,0,7,0.95683453,0.95507711,0.95832573,0.95683453,0.9960477,0.48710998
533,1311,small,458,rf_entropy,random,0,0,0,8,0.94604317,0.94274988,0.94834463,0.94604317,0.99511599,0.47295185
534,1312,small,458,rf_entropy,random,0,0,0,9,0.94604317,0.94135988,0.94805777,0.94604317,0.99747115,0.44025171
535,1313,small,458,rf_entropy,random,0,0,0,10,0.94244604,0.93793936,0.94526266,0.94244604,0.99654115,0.44509833
536,1314,small,458,rf_entropy,random,0,0,0,11,0.93884892,0.9375515,0.94391952,0.93884892,0.99558881,0.45753854
537,1315,small,458,rf_entropy,random,0,0,0,12,0.92086331,0.91689787,0.92614999,0.92086331,0.99284618,0.47369817
538,1316,small,458,rf_entropy,random,0,0,0,13,0.93884892,0.93536786,0.94203382,0.93884892,0.99504126,0.46063028
539,1317,small,458,rf_entropy,random,0,0,0,14,0.93884892,0.93551474,0.94105284,0.93884892,0.99559349,0.45480237
540,1318,small,458,rf_entropy,random,0,0,0,15,0.93165468,0.92707725,0.93445237,0.93165468,0.99433622,0.4404959
541,1319,small,458,rf_entropy,random,0,0,0,16,0.9352518,0.92746007,0.93855491,0.9352518,0.99396328,0.48232655
542,1320,small,458,rf_entropy,random,0,0,0,17,0.94604317,0.94139757,0.94840315,0.94604317,0.99543599,0.43970661
543,1321,small,458,rf_entropy,random,0,0,0,18,0.94604317,0.94120476,0.94803869,0.94604317,0.99401428,0.43967682
544,1322,small,458,rf_entropy,random,0,0,0,19,0.92446043,0.91514467,0.92864539,0.92446043,0.99676673,0.40992202
545,1323,small,458,rf_entropy,random,0,0,0,20,0.94244604,0.93768924,0.94430491,0.94244604,0.9967547,0.41720009
546,4705,small,469,rf_entropy,random,0,0,0,0,0.16666667,0.16290562,0.16176199,0.16666667,0.49994992,5.7910773
547,4706,small,469,rf_entropy,random,0,0,0,1,0.14772727,0.14332025,0.14391864,0.14772727,0.48253787,4.91292353
548,4707,small,469,rf_entropy,random,0,0,0,2,0.16666667,0.16152434,0.16831731,0.16666667,0.48990857,5.7684747
549,4708,small,469,rf_entropy,random,0,0,0,3,0.1780303,0.17274333,0.17378907,0.1780303,0.48150437,6.25445181
550,4709,small,469,rf_entropy,random,0,0,0,4,0.16666667,0.15480629,0.16009438,0.16666667,0.48861723,5.43445934
551,4710,small,469,rf_entropy,random,0,0,0,5,0.17045455,0.16450237,0.16533168,0.17045455,0.49527631,6.23077089
552,4711,small,469,rf_entropy,random,0,0,0,6,0.15909091,0.15642554,0.15737433,0.15909091,0.48871472,6.19174639
553,4712,small,469,rf_entropy,random,0,0,0,7,0.15909091,0.14815595,0.14305443,0.15909091,0.4850901,6.35408826
554,4713,small,469,rf_entropy,random,0,0,0,8,0.15151515,0.13973741,0.13192912,0.15151515,0.4764624,5.78816937
555,4714,small,469,rf_entropy,random,0,0,0,9,0.16287879,0.15395111,0.15014179,0.16287879,0.495292,6.29718919
556,4715,small,469,rf_entropy,random,0,0,0,10,0.15530303,0.14909038,0.14654659,0.15530303,0.48895719,7.39930318
557,4716,small,469,rf_entropy,random,0,0,0,11,0.17424242,0.17108521,0.17851791,0.17424242,0.4916108,6.05059476
558,4717,small,469,rf_entropy,random,0,0,0,12,0.18560606,0.18782306,0.19343613,0.18560606,0.49013594,6.20618658
559,4718,small,469,rf_entropy,random,0,0,0,13,0.15530303,0.15038284,0.1503735,0.15530303,0.47959257,6.3296096
560,4719,small,469,rf_entropy,random,0,0,0,14,0.13257576,0.12382508,0.12016121,0.13257576,0.46936728,6.01508985
561,4720,small,469,rf_entropy,random,0,0,0,15,0.14772727,0.14244847,0.14169573,0.14772727,0.4759587,6.21738692
562,4721,small,469,rf_entropy,random,0,0,0,16,0.16287879,0.16376244,0.16698609,0.16287879,0.47950477,6.32338387
563,4722,small,469,rf_entropy,random,0,0,0,17,0.13257576,0.12884874,0.12953015,0.13257576,0.47250108,5.86360244
564,4723,small,469,rf_entropy,random,0,0,0,18,0.17045455,0.1684319,0.17195745,0.17045455,0.48203995,7.63313363
565,4724,small,469,rf_entropy,random,0,0,0,19,0.14015152,0.13239052,0.13077956,0.14015152,0.47588958,6.22098065
566,4725,small,469,rf_entropy,random,0,0,0,20,0.14015152,0.13055411,0.12694048,0.14015152,0.48106097,6.40640338
567,3823,small,554,rf_entropy,random,0,0,0,0,0.62900433,0.61718798,0.63922554,0.62900433,0.9063477,1.51435265
568,3824,small,554,rf_entropy,random,0,0,0,1,0.61484848,0.60430962,0.61663758,0.61484848,0.90508729,1.51042869
569,3825,small,554,rf_entropy,random,0,0,0,2,0.62809524,0.62160714,0.63802043,0.62809524,0.90978648,1.49984724
570,3826,small,554,rf_entropy,random,0,0,0,3,0.64398268,0.63830068,0.64611737,0.64398268,0.91228662,1.47971655
571,3827,small,554,rf_entropy,random,0,0,0,4,0.62458874,0.6160468,0.62844704,0.62458874,0.90813093,1.48964014
572,3828,small,554,rf_entropy,random,0,0,0,5,0.62207792,0.62035856,0.63726199,0.62207792,0.90485216,1.49532476
573,3829,small,554,rf_entropy,random,0,0,0,6,0.63008658,0.63052464,0.64186984,0.63008658,0.90920754,1.48150014
574,3830,small,554,rf_entropy,random,0,0,0,7,0.62116883,0.61321055,0.6312172,0.62116883,0.90821361,1.45652012
575,3831,small,554,rf_entropy,random,0,0,0,8,0.61675325,0.60990567,0.62021329,0.61675325,0.90072374,1.48925278
576,3832,small,554,rf_entropy,random,0,0,0,9,0.63082251,0.62147766,0.64684907,0.63082251,0.90859424,1.49270278
577,3833,small,554,rf_entropy,random,0,0,0,10,0.64290043,0.63293232,0.63973566,0.64290043,0.90963718,1.46415475
578,3834,small,554,rf_entropy,random,0,0,0,11,0.64112554,0.63252297,0.65217619,0.64112554,0.91489495,1.45786978
579,3835,small,554,rf_entropy,random,0,0,0,12,0.64324675,0.63223371,0.65191162,0.64324675,0.91211517,1.47864483
580,3836,small,554,rf_entropy,random,0,0,0,13,0.62502165,0.61741671,0.64022709,0.62502165,0.91637168,1.44941302
581,3837,small,554,rf_entropy,random,0,0,0,14,0.62034632,0.61403852,0.64662979,0.62034632,0.91564926,1.46376576
582,3838,small,554,rf_entropy,random,0,0,0,15,0.61627706,0.61087977,0.63376374,0.61627706,0.91096977,1.46022395
583,3839,small,554,rf_entropy,random,0,0,0,16,0.64658009,0.63792347,0.66282705,0.64658009,0.92150779,1.4325657
584,3840,small,554,rf_entropy,random,0,0,0,17,0.64943723,0.63938537,0.66907432,0.64943723,0.92598847,1.4086732
585,3841,small,554,rf_entropy,random,0,0,0,18,0.65735931,0.65606181,0.68415258,0.65735931,0.92679023,1.40284832
586,3842,small,554,rf_entropy,random,0,0,0,19,0.67489177,0.67433508,0.68748226,0.67489177,0.92972943,1.39733659
587,3843,small,554,rf_entropy,random,0,0,0,20,0.65454545,0.65236399,0.66090262,0.65454545,0.9206339,1.42865961
588,4033,small,1049,rf_entropy,random,0,0,0,0,0.87759336,0.82789794,0.83414643,0.87759336,0.80594623,0.30283035
589,4034,small,1049,rf_entropy,random,0,0,0,1,0.87344398,0.82887489,0.81981393,0.87344398,0.7669191,0.32302702
590,4035,small,1049,rf_entropy,random,0,0,0,2,0.87551867,0.83008471,0.82658971,0.87551867,0.80796971,0.30563616
591,4036,small,1049,rf_entropy,random,0,0,0,3,0.86514523,0.82405901,0.80363071,0.86514523,0.75732259,0.32910834
592,4037,small,1049,rf_entropy,random,0,0,0,4,0.87759336,0.82789794,0.83414643,0.87759336,0.80760909,0.30387489
593,4038,small,1049,rf_entropy,random,0,0,0,5,0.87136929,0.82766762,0.81449446,0.87136929,0.7883159,0.31344491
594,4039,small,1049,rf_entropy,random,0,0,0,6,0.86721992,0.82210851,0.79903834,0.86721992,0.76048804,0.32861223
595,4040,small,1049,rf_entropy,random,0,0,0,7,0.87966805,0.82905995,0.85476601,0.87966805,0.7591257,0.32070823
596,4041,small,1049,rf_entropy,random,0,0,0,8,0.85477178,0.81807739,0.79350587,0.85477178,0.75491846,0.33381118
597,4042,small,1049,rf_entropy,random,0,0,0,9,0.86514523,0.82698582,0.80943071,0.86514523,0.80432344,0.30870908
598,4043,small,1049,rf_entropy,random,0,0,0,10,0.86721992,0.83102696,0.81691797,0.86721992,0.76557679,0.33030722
599,4044,small,1049,rf_entropy,random,0,0,0,11,0.85684647,0.82466534,0.80561917,0.85684647,0.77559402,0.3218517
600,4045,small,1049,rf_entropy,random,0,0,0,12,0.86514523,0.82698582,0.80943071,0.86514523,0.78899707,0.3145211
601,4046,small,1049,rf_entropy,random,0,0,0,13,0.86721992,0.83367075,0.82076893,0.86721992,0.80802981,0.30897725
602,4047,small,1049,rf_entropy,random,0,0,0,14,0.86514523,0.82974825,0.81415007,0.86514523,0.80203951,0.30983014
603,4048,small,1049,rf_entropy,random,0,0,0,15,0.86307054,0.82847296,0.81168125,0.86307054,0.75095164,0.33661659
604,4049,small,1049,rf_entropy,random,0,0,0,16,0.85477178,0.81807739,0.79350587,0.85477178,0.79368514,0.31616681
605,4050,small,1049,rf_entropy,random,0,0,0,17,0.86307054,0.82847296,0.81168125,0.86307054,0.82582041,0.29828885
606,4051,small,1049,rf_entropy,random,0,0,0,18,0.86514523,0.82698582,0.80943071,0.86514523,0.79530793,0.31486576
607,4052,small,1049,rf_entropy,random,0,0,0,19,0.87136929,0.82766762,0.81449446,0.87136929,0.83287254,0.29113043
608,4053,small,1049,rf_entropy,random,0,0,0,20,0.86721992,0.82822776,0.81234088,0.86721992,0.7870938,0.31577494
609,1786,small,1050,rf_entropy,random,0,0,0,0,0.87015504,0.84767518,0.83114522,0.87015504,0.76466034,0.44101488
610,1787,small,1050,rf_entropy,random,0,0,0,1,0.84883721,0.84331468,0.83819407,0.84883721,0.7686336,0.50606735
611,1788,small,1050,rf_entropy,random,0,0,0,2,0.85271318,0.84733225,0.84238165,0.85271318,0.76802233,0.45436714
612,1789,small,1050,rf_entropy,random,0,0,0,3,0.8372093,0.83581943,0.83445175,0.8372093,0.75858837,0.58239311
613,1790,small,1050,rf_entropy,random,0,0,0,4,0.84108527,0.84108527,0.84108527,0.84108527,0.76553649,0.55041589
614,1791,small,1050,rf_entropy,random,0,0,0,5,0.8372093,0.83854044,0.83989489,0.8372093,0.76987652,0.60815118
615,1792,small,1050,rf_entropy,random,0,0,0,6,0.84108527,0.83972849,0.83839538,0.84108527,0.7531073,0.61867177
616,1793,small,1050,rf_entropy,random,0,0,0,7,0.84496124,0.84363755,0.84233902,0.84496124,0.76229675,0.42128386
617,1794,small,1050,rf_entropy,random,0,0,0,8,0.84302326,0.84367194,0.8443269,0.84302326,0.77171034,0.42715744
618,1795,small,1050,rf_entropy,random,0,0,0,9,0.83914729,0.83981199,0.84048262,0.83914729,0.76673866,0.48510427
619,1796,small,1050,rf_entropy,random,0,0,0,10,0.83527132,0.83727052,0.83932122,0.83527132,0.72354212,0.50163905
620,1797,small,1050,rf_entropy,random,0,0,0,11,0.82364341,0.82967889,0.83613428,0.82364341,0.67814499,0.54783719
621,1798,small,1050,rf_entropy,random,0,0,0,12,0.82751938,0.83342221,0.83976735,0.82751938,0.70053792,0.50480658
622,1799,small,1050,rf_entropy,random,0,0,0,13,0.85271318,0.84733225,0.84238165,0.85271318,0.70734341,0.44244805
623,1800,small,1050,rf_entropy,random,0,0,0,14,0.84496124,0.84225468,0.83964671,0.84496124,0.69524023,0.43994713
624,1801,small,1050,rf_entropy,random,0,0,0,15,0.84302326,0.84099065,0.83901238,0.84302326,0.70876971,0.55751943
625,1802,small,1050,rf_entropy,random,0,0,0,16,0.83527132,0.83457575,0.83388562,0.83527132,0.64935409,0.47017028
626,1803,small,1050,rf_entropy,random,0,0,0,17,0.85077519,0.84457059,0.83888638,0.85077519,0.66178328,0.65825646
627,1804,small,1050,rf_entropy,random,0,0,0,18,0.84496124,0.84080913,0.83687345,0.84496124,0.70057867,0.49312379
628,1805,small,1050,rf_entropy,random,0,0,0,19,0.84883721,0.84331468,0.83819407,0.84883721,0.7064265,0.54821037
629,1806,small,1050,rf_entropy,random,0,0,0,20,0.83333333,0.83191037,0.83050812,0.83333333,0.67025959,0.58172602
630,1639,small,1053,rf_entropy,random,0,0,0,0,0.7812413,0.76391946,0.75362225,0.7812413,0.60718183,0.90962958
631,1640,small,1053,rf_entropy,random,0,0,0,1,0.78458113,0.76695812,0.7569177,0.78458113,0.61596536,1.73840992
632,1641,small,1053,rf_entropy,random,0,0,0,2,0.78513777,0.76483104,0.75412457,0.78513777,0.60635293,1.9174689
633,1642,small,1053,rf_entropy,random,0,0,0,3,0.78318954,0.76419431,0.7535857,0.78318954,0.62249331,1.5741522
634,1643,small,1053,rf_entropy,random,0,0,0,4,0.77038686,0.75981786,0.75187143,0.77038686,0.61320906,1.58872534
635,1644,small,1053,rf_entropy,random,0,0,0,5,0.77289173,0.76646779,0.76115564,0.77289173,0.62801585,1.70176286
636,1645,small,1053,rf_entropy,random,0,0,0,6,0.77317005,0.76712665,0.76208066,0.77317005,0.61794341,1.80485244
637,1646,small,1053,rf_entropy,random,0,0,0,7,0.78569441,0.773651,0.76567091,0.78569441,0.62184265,1.5170149
638,1647,small,1053,rf_entropy,random,0,0,0,8,0.78012803,0.76976507,0.7622978,0.78012803,0.62589878,1.90761687
639,1648,small,1053,rf_entropy,random,0,0,0,9,0.77177846,0.77037484,0.76903112,0.77177846,0.63619787,1.93945984
640,1649,small,1053,rf_entropy,random,0,0,0,10,0.76788199,0.76685001,0.76584911,0.76788199,0.62779168,1.81580755
641,1650,small,1053,rf_entropy,random,0,0,0,11,0.77066518,0.76925472,0.76790385,0.77066518,0.64869545,0.67042576
642,1651,small,1053,rf_entropy,random,0,0,0,12,0.76676872,0.76664091,0.76651358,0.76676872,0.62968557,0.69310504
643,1652,small,1053,rf_entropy,random,0,0,0,13,0.76398553,0.76437043,0.76475963,0.76398553,0.6482707,0.5861855
644,1653,small,1053,rf_entropy,random,0,0,0,14,0.76843863,0.76753962,0.76666447,0.76843863,0.65359588,0.61014647
645,1654,small,1053,rf_entropy,random,0,0,0,15,0.75758419,0.76220039,0.76746384,0.75758419,0.65608532,0.75463627
646,1655,small,1053,rf_entropy,random,0,0,0,16,0.76008906,0.76162631,0.7632308,0.76008906,0.66419014,0.65837721
647,1656,small,1053,rf_entropy,random,0,0,0,17,0.76899527,0.76690776,0.76494552,0.76899527,0.66734513,0.70040615
648,1657,small,1053,rf_entropy,random,0,0,0,18,0.76370721,0.76491181,0.76615926,0.76370721,0.65203638,1.05605757
649,1658,small,1053,rf_entropy,random,0,0,0,19,0.75869747,0.76236932,0.76644407,0.75869747,0.65037312,0.58504943
650,1659,small,1053,rf_entropy,random,0,0,0,20,0.75118286,0.75723673,0.76436581,0.75118286,0.65284915,0.62396938
651,4810,small,1063,rf_entropy,random,0,0,0,0,0.80346821,0.78723175,0.78092988,0.80346821,0.77484472,0.99681512
652,4811,small,1063,rf_entropy,random,0,0,0,1,0.80346821,0.77546937,0.77184631,0.80346821,0.7621118,1.18214754
653,4812,small,1063,rf_entropy,random,0,0,0,2,0.78612717,0.77028848,0.76192762,0.78612717,0.7515528,1.20073185
