,ID,setting_name,openml_id,learner_name,sampling_strategy_name,test_split_seed,train_split_seed,seed,iteration,test_accuracy,test_f1,test_precision,test_recall,test_auc,test_log_loss
2286,4282,small,1489,rf_entropy,margin,0,0,0,18,0.77970852,0.76500696,0.76846909,0.77970852,0.84392266,0.50412796
2287,4283,small,1489,rf_entropy,margin,0,0,0,19,0.77130045,0.75796819,0.75877509,0.77130045,0.83873061,0.45073069
2288,4284,small,1489,rf_entropy,margin,0,0,0,20,0.77522422,0.76135241,0.76321237,0.77522422,0.83300694,0.46757234
2289,2311,small,1494,rf_entropy,margin,0,0,0,0,0.79942693,0.7894215,0.79766758,0.79942693,0.84705408,0.45593606
2290,2312,small,1494,rf_entropy,margin,0,0,0,1,0.78796562,0.77654641,0.78531309,0.78796562,0.83377357,0.46644974
2291,2313,small,1494,rf_entropy,margin,0,0,0,2,0.80515759,0.79130331,0.81038643,0.80515759,0.85760144,0.45400226
2292,2314,small,1494,rf_entropy,margin,0,0,0,3,0.78510029,0.76388061,0.79590212,0.78510029,0.83990021,0.46766529
2293,2315,small,1494,rf_entropy,margin,0,0,0,4,0.80515759,0.79303836,0.80742405,0.80515759,0.85239196,0.45003826
2294,2316,small,1494,rf_entropy,margin,0,0,0,5,0.79083095,0.78080182,0.78756531,0.79083095,0.83386529,0.46978575
2295,2317,small,1494,rf_entropy,margin,0,0,0,6,0.78796562,0.77820298,0.78405363,0.78796562,0.8667914,0.44026083
2296,2318,small,1494,rf_entropy,margin,0,0,0,7,0.80515759,0.7989397,0.80146817,0.80515759,0.87563284,0.43273848
2297,2319,small,1494,rf_entropy,margin,0,0,0,8,0.79369628,0.79022508,0.78955099,0.79369628,0.85022746,0.45820054
2298,2320,small,1494,rf_entropy,margin,0,0,0,9,0.79369628,0.7896471,0.78927807,0.79369628,0.86816714,0.43742549
2299,2321,small,1494,rf_entropy,margin,0,0,0,10,0.79083095,0.78642428,0.78616563,0.79083095,0.85947245,0.44977268
2300,2322,small,1494,rf_entropy,margin,0,0,0,11,0.80229226,0.79869134,0.79836372,0.80229226,0.8716707,0.44158981
2301,2323,small,1494,rf_entropy,margin,0,0,0,12,0.79083095,0.78642428,0.78616563,0.79083095,0.87053342,0.43772265
2302,2324,small,1494,rf_entropy,margin,0,0,0,13,0.78510029,0.77859328,0.77977728,0.78510029,0.88383227,0.43071386
2303,2325,small,1494,rf_entropy,margin,0,0,0,14,0.80515759,0.79957057,0.80126708,0.80515759,0.89760804,0.40570789
2304,2326,small,1494,rf_entropy,margin,0,0,0,15,0.81375358,0.80620748,0.81196888,0.81375358,0.88887666,0.41494934
2305,2327,small,1494,rf_entropy,margin,0,0,0,16,0.81948424,0.81217033,0.81831359,0.81948424,0.89489324,0.41042914
2306,2328,small,1494,rf_entropy,margin,0,0,0,17,0.83094556,0.82582671,0.82909657,0.83094556,0.90498202,0.40738995
2307,2329,small,1494,rf_entropy,margin,0,0,0,18,0.81948424,0.81217033,0.81831359,0.81948424,0.89821337,0.40974177
2308,2330,small,1494,rf_entropy,margin,0,0,0,19,0.8252149,0.8193466,0.82338255,0.8252149,0.89977254,0.41483196
2309,2331,small,1494,rf_entropy,margin,0,0,0,20,0.8252149,0.81749471,0.82549547,0.8252149,0.90050627,0.40768247
2310,5083,small,1497,rf_entropy,margin,0,0,0,0,0.80011105,0.80008624,0.81022176,0.80011105,0.94400082,0.70613991
2311,5084,small,1497,rf_entropy,margin,0,0,0,1,0.83509162,0.83587542,0.84640413,0.83509162,0.95755443,0.64239846
2312,5085,small,1497,rf_entropy,margin,0,0,0,2,0.81898945,0.81686039,0.82764528,0.81898945,0.95963037,0.66217028
2313,5086,small,1497,rf_entropy,margin,0,0,0,3,0.8467518,0.84441859,0.85077817,0.8467518,0.96676613,0.61808699
2314,5087,small,1497,rf_entropy,margin,0,0,0,4,0.8278734,0.82655676,0.83775662,0.8278734,0.95919773,0.6402855
2315,5088,small,1497,rf_entropy,margin,0,0,0,5,0.86118823,0.861772,0.86408737,0.86118823,0.96225326,0.6248223
2316,5089,small,1497,rf_entropy,margin,0,0,0,6,0.84175458,0.8439973,0.8522847,0.84175458,0.95844082,0.65178018
2317,5090,small,1497,rf_entropy,margin,0,0,0,7,0.88672959,0.88791182,0.89510874,0.88672959,0.97030879,0.59902647
2318,5091,small,1497,rf_entropy,margin,0,0,0,8,0.88173237,0.88243111,0.89057555,0.88173237,0.96939009,0.61594804
2319,5092,small,1497,rf_entropy,margin,0,0,0,9,0.88895058,0.88932285,0.89651065,0.88895058,0.97643224,0.56725604
2320,5093,small,1497,rf_entropy,margin,0,0,0,10,0.90005552,0.90100746,0.90418076,0.90005552,0.97796578,0.55878901
2321,5094,small,1497,rf_entropy,margin,0,0,0,11,0.88672959,0.88755049,0.89441847,0.88672959,0.97134687,0.58297804
2322,5095,small,1497,rf_entropy,margin,0,0,0,12,0.86507496,0.86564756,0.87581807,0.86507496,0.96764843,0.6111897
2323,5096,small,1497,rf_entropy,margin,0,0,0,13,0.88173237,0.88249458,0.88995766,0.88173237,0.97510228,0.58074428
2324,5097,small,1497,rf_entropy,margin,0,0,0,14,0.88450861,0.88555252,0.89223998,0.88450861,0.96811213,0.58275154
2325,5098,small,1497,rf_entropy,margin,0,0,0,15,0.88117712,0.88271354,0.89216666,0.88117712,0.97525168,0.5403835
2326,5099,small,1497,rf_entropy,margin,0,0,0,16,0.87451416,0.87594788,0.88357326,0.87451416,0.96553642,0.58633099
2327,5100,small,1497,rf_entropy,margin,0,0,0,17,0.89672404,0.89829355,0.90466188,0.89672404,0.97639861,0.53731239
2328,5101,small,1497,rf_entropy,margin,0,0,0,18,0.9044975,0.90623925,0.91701306,0.9044975,0.97251337,0.54390956
2329,5102,small,1497,rf_entropy,margin,0,0,0,19,0.90671849,0.90805182,0.91549398,0.90671849,0.98153642,0.51008449
2330,5103,small,1497,rf_entropy,margin,0,0,0,20,0.89894503,0.90048527,0.90939585,0.89894503,0.97671146,0.53896559
2331,883,small,1501,rf_entropy,margin,0,0,0,0,0.55513308,0.5504547,0.58009169,0.55513308,0.88923774,1.58913745
2332,884,small,1501,rf_entropy,margin,0,0,0,1,0.57414449,0.56738753,0.60830981,0.57414449,0.90411444,1.55141172
2333,885,small,1501,rf_entropy,margin,0,0,0,2,0.54752852,0.54443334,0.6106546,0.54752852,0.89442727,1.5820398
2334,886,small,1501,rf_entropy,margin,0,0,0,3,0.57984791,0.57851143,0.62113537,0.57984791,0.89874681,1.61318096
2335,887,small,1501,rf_entropy,margin,0,0,0,4,0.57034221,0.56345922,0.62428184,0.57034221,0.91082489,1.60454452
2336,888,small,1501,rf_entropy,margin,0,0,0,5,0.59315589,0.58598639,0.63441477,0.59315589,0.91792551,1.58446053
2337,889,small,1501,rf_entropy,margin,0,0,0,6,0.60076046,0.60040517,0.64897862,0.60076046,0.91756761,1.49417325
2338,890,small,1501,rf_entropy,margin,0,0,0,7,0.63307985,0.62318817,0.66669923,0.63307985,0.92626678,1.45425758
2339,891,small,1501,rf_entropy,margin,0,0,0,8,0.55893536,0.54414893,0.6015382,0.55893536,0.90597428,1.52355723
2340,892,small,1501,rf_entropy,margin,0,0,0,9,0.64068441,0.63295029,0.67346057,0.64068441,0.91896925,1.46384138
2341,893,small,1501,rf_entropy,margin,0,0,0,10,0.65589354,0.65440472,0.68471548,0.65589354,0.92666916,1.57927156
2342,894,small,1501,rf_entropy,margin,0,0,0,11,0.62737643,0.61826049,0.66682672,0.62737643,0.931987,1.44061348
2343,895,small,1501,rf_entropy,margin,0,0,0,12,0.64068441,0.63515187,0.67542253,0.64068441,0.93127951,1.45918544
2344,896,small,1501,rf_entropy,margin,0,0,0,13,0.62547529,0.61664369,0.64324829,0.62547529,0.92304816,1.45009273
2345,897,small,1501,rf_entropy,margin,0,0,0,14,0.67870722,0.6721263,0.71315397,0.67870722,0.94328885,1.40086674
2346,898,small,1501,rf_entropy,margin,0,0,0,15,0.66539924,0.6541772,0.68418761,0.66539924,0.94228613,1.39968605
2347,899,small,1501,rf_entropy,margin,0,0,0,16,0.6730038,0.66459954,0.70210192,0.6730038,0.94035059,1.40767989
2348,900,small,1501,rf_entropy,margin,0,0,0,17,0.69391635,0.69226043,0.71763456,0.69391635,0.94867566,1.36355508
2349,901,small,1501,rf_entropy,margin,0,0,0,18,0.71292776,0.70706958,0.72444221,0.71292776,0.95188282,1.33990476
2350,902,small,1501,rf_entropy,margin,0,0,0,19,0.68631179,0.68483219,0.70790364,0.68631179,0.94569863,1.36402833
2351,903,small,1501,rf_entropy,margin,0,0,0,20,0.70912548,0.70810547,0.72548989,0.70912548,0.94308318,1.44978021
2352,5209,small,1480,rf_entropy,margin,0,0,0,0,0.65803109,0.58848168,0.5540578,0.65803109,0.48959157,0.67479696
2353,5210,small,1480,rf_entropy,margin,0,0,0,1,0.65803109,0.58196929,0.54012148,0.65803109,0.48293808,0.67862876
2354,5211,small,1480,rf_entropy,margin,0,0,0,2,0.67357513,0.59082727,0.55314936,0.67357513,0.52094862,0.66834454
2355,5212,small,1480,rf_entropy,margin,0,0,0,3,0.68393782,0.60381688,0.58084762,0.68393782,0.50704875,0.64970109
2356,5213,small,1480,rf_entropy,margin,0,0,0,4,0.68911917,0.61364172,0.60011957,0.68911917,0.50256917,0.65840997
2357,5214,small,1480,rf_entropy,margin,0,0,0,5,0.69430052,0.63489723,0.62972777,0.69430052,0.59407115,0.60105981
2358,5215,small,1480,rf_entropy,margin,0,0,0,6,0.66839378,0.62247282,0.60618061,0.66839378,0.57885375,0.6146616
2359,5216,small,1480,rf_entropy,margin,0,0,0,7,0.70984456,0.64530727,0.65519784,0.70984456,0.60955204,0.59342064
2360,5217,small,1480,rf_entropy,margin,0,0,0,8,0.65803109,0.61982784,0.6029101,0.65803109,0.57114625,0.6243144
2361,5218,small,1480,rf_entropy,margin,0,0,0,9,0.67357513,0.6466046,0.63511182,0.67357513,0.6157444,0.60319539
2362,5219,small,1480,rf_entropy,margin,0,0,0,10,0.68393782,0.6466121,0.63630644,0.68393782,0.60527009,0.60939618
2363,5220,small,1480,rf_entropy,margin,0,0,0,11,0.67357513,0.63502561,0.6217953,0.67357513,0.61534914,0.59628526
2364,5221,small,1480,rf_entropy,margin,0,0,0,12,0.66839378,0.61759829,0.59986748,0.66839378,0.56284585,0.63216215
2365,5222,small,1480,rf_entropy,margin,0,0,0,13,0.67875648,0.62954834,0.6164637,0.67875648,0.54762846,0.64742933
2366,5223,small,1480,rf_entropy,margin,0,0,0,14,0.69430052,0.65410979,0.64720181,0.69430052,0.6516469,0.58008978
2367,5224,small,1480,rf_entropy,margin,0,0,0,15,0.69430052,0.65819859,0.65081758,0.69430052,0.63853755,0.58510036
2368,5225,small,1480,rf_entropy,margin,0,0,0,16,0.69430052,0.65819859,0.65081758,0.69430052,0.62094862,0.6011716
2369,5226,small,1480,rf_entropy,margin,0,0,0,17,0.67875648,0.65045902,0.63959413,0.67875648,0.59545455,0.6218209
2370,5227,small,1480,rf_entropy,margin,0,0,0,18,0.70466321,0.66978508,0.66532871,0.70466321,0.63418972,0.59428917
2371,5228,small,1480,rf_entropy,margin,0,0,0,19,0.68393782,0.6505836,0.64038908,0.68393782,0.59657444,0.61670021
2372,5229,small,1480,rf_entropy,margin,0,0,0,20,0.69948187,0.657866,0.65314582,0.69948187,0.59334651,0.60820051
2373,2143,small,1485,rf_entropy,margin,0,0,0,0,0.50932401,0.50758422,0.50945767,0.50932401,0.5193245,0.69772897
2374,2144,small,1485,rf_entropy,margin,0,0,0,1,0.52680653,0.5260623,0.52697597,0.52680653,0.53933091,0.69200524
2375,2145,small,1485,rf_entropy,margin,0,0,0,2,0.58275058,0.58026696,0.58475666,0.58275058,0.58938769,0.68390506
2376,2146,small,1485,rf_entropy,margin,0,0,0,3,0.52564103,0.52116006,0.52663814,0.52564103,0.52411148,0.69739055
2377,2147,small,1485,rf_entropy,margin,0,0,0,4,0.56410256,0.55946844,0.56691833,0.56410256,0.55490896,0.69218769
2378,2148,small,1485,rf_entropy,margin,0,0,0,5,0.53613054,0.50411826,0.54870822,0.53613054,0.55172489,0.69670092
2379,2149,small,1485,rf_entropy,margin,0,0,0,6,0.51282051,0.4499865,0.52360893,0.51282051,0.54236013,0.70024891
2380,2150,small,1485,rf_entropy,margin,0,0,0,7,0.4988345,0.40547631,0.49686591,0.4988345,0.52646693,0.71029802
2381,2151,small,1485,rf_entropy,margin,0,0,0,8,0.50932401,0.45494875,0.51551537,0.50932401,0.54007259,0.7003855
2382,2152,small,1485,rf_entropy,margin,0,0,0,9,0.52447552,0.46314472,0.54507159,0.52447552,0.54016768,0.7009365
2383,2153,small,1485,rf_entropy,margin,0,0,0,10,0.52447552,0.43212728,0.57002721,0.52447552,0.56649605,0.70233172
2384,2154,small,1485,rf_entropy,margin,0,0,0,11,0.51864802,0.41085831,0.56954125,0.51864802,0.52373384,0.71554822
2385,2155,small,1485,rf_entropy,margin,0,0,0,12,0.51515152,0.46009003,0.52559079,0.51515152,0.55693568,0.69740336
2386,2156,small,1485,rf_entropy,margin,0,0,0,13,0.53962704,0.47885256,0.57427285,0.53962704,0.55740025,0.69858229
2387,2157,small,1485,rf_entropy,margin,0,0,0,14,0.53962704,0.51666797,0.54892267,0.53962704,0.55324357,0.6928618
2388,2158,small,1485,rf_entropy,margin,0,0,0,15,0.504662,0.43301526,0.50942691,0.504662,0.515991,0.70693859
2389,2159,small,1485,rf_entropy,margin,0,0,0,16,0.51981352,0.47448042,0.53025212,0.51981352,0.54548715,0.69717588
2390,2160,small,1485,rf_entropy,margin,0,0,0,17,0.52797203,0.51839373,0.53038961,0.52797203,0.54346042,0.69189026
2391,2161,small,1485,rf_entropy,margin,0,0,0,18,0.53379953,0.51521315,0.53992183,0.53379953,0.5439413,0.69431504
2392,2162,small,1485,rf_entropy,margin,0,0,0,19,0.51981352,0.51930159,0.51989828,0.51981352,0.53841264,0.6935164
2393,2163,small,1485,rf_entropy,margin,0,0,0,20,0.51515152,0.51505666,0.51516338,0.51515152,0.51769171,0.69542864
2394,4894,small,1486,rf_entropy,margin,0,0,0,0,0.902409,0.8999643,0.90146022,0.902409,0.96298728,0.27884958
2395,4895,small,1486,rf_entropy,margin,0,0,0,1,0.91243186,0.91142705,0.91134785,0.91243186,0.96458186,0.26655003
2396,4896,small,1486,rf_entropy,margin,0,0,0,2,0.90337612,0.90052087,0.90301046,0.90337612,0.96135536,0.28387247
2397,4897,small,1486,rf_entropy,margin,0,0,0,3,0.9050466,0.90333408,0.90377206,0.9050466,0.96446003,0.27507173
2398,4898,small,1486,rf_entropy,margin,0,0,0,4,0.90276068,0.90181792,0.90153399,0.90276068,0.95777916,0.27709641
2399,4899,small,1486,rf_entropy,margin,0,0,0,5,0.90478284,0.90386461,0.9036008,0.90478284,0.9628602,0.2600046
2400,4900,small,1486,rf_entropy,margin,0,0,0,6,0.91067347,0.90931143,0.90953336,0.91067347,0.96544758,0.25685231
2401,4901,small,1486,rf_entropy,margin,0,0,0,7,0.90144189,0.90103557,0.90075383,0.90144189,0.95957143,0.26887525
2402,4902,small,1486,rf_entropy,margin,0,0,0,8,0.90829963,0.90769545,0.90740644,0.90829963,0.96363136,0.26353587
2403,4903,small,1486,rf_entropy,margin,0,0,0,9,0.91515738,0.91496259,0.914808,0.91515738,0.96515088,0.25306067
2404,4904,small,1486,rf_entropy,margin,0,0,0,10,0.9236856,0.9232625,0.9230705,0.9236856,0.97150049,0.25829181
2405,4905,small,1486,rf_entropy,margin,0,0,0,11,0.91586074,0.91556277,0.9153595,0.91586074,0.96755414,0.24064368
2406,4906,small,1486,rf_entropy,margin,0,0,0,12,0.91278354,0.91246204,0.91224248,0.91278354,0.96765778,0.25958281
2407,4907,small,1486,rf_entropy,margin,0,0,0,13,0.9134869,0.91270175,0.91250775,0.9134869,0.96626533,0.25489432
2408,4908,small,1486,rf_entropy,margin,0,0,0,14,0.91040971,0.90927209,0.90925344,0.91040971,0.96422181,0.25858192
2409,4909,small,1486,rf_entropy,margin,0,0,0,15,0.90961843,0.90832929,0.90843359,0.90961843,0.96424161,0.26254124
2410,4910,small,1486,rf_entropy,margin,0,0,0,16,0.91023387,0.90894862,0.90906844,0.91023387,0.96527113,0.24979232
2411,4911,small,1486,rf_entropy,margin,0,0,0,17,0.91208018,0.91037442,0.91116562,0.91208018,0.96658804,0.25642082
2412,4912,small,1486,rf_entropy,margin,0,0,0,18,0.91630033,0.91478131,0.91548279,0.91630033,0.96395625,0.2557767
2413,4913,small,1486,rf_entropy,margin,0,0,0,19,0.91647617,0.91517502,0.91554035,0.91647617,0.96818549,0.25310994
2414,4914,small,1486,rf_entropy,margin,0,0,0,20,0.92263056,0.92087735,0.92252213,0.92263056,0.97126968,0.25205138
2415,4684,small,1487,rf_entropy,margin,0,0,0,0,0.93667861,0.90605309,0.87736683,0.93667861,0.8070129,0.23381565
2416,4685,small,1487,rf_entropy,margin,0,0,0,1,0.93548387,0.90545599,0.87729588,0.93548387,0.81073113,0.19467149
2417,4686,small,1487,rf_entropy,margin,0,0,0,2,0.93667861,0.90605309,0.87736683,0.93667861,0.78440268,0.20389599
2418,4687,small,1487,rf_entropy,margin,0,0,0,3,0.93667861,0.90605309,0.87736683,0.93667861,0.78066038,0.35603463
2419,4688,small,1487,rf_entropy,margin,0,0,0,4,0.93667861,0.90605309,0.87736683,0.93667861,0.75617299,0.20931402
2420,4689,small,1487,rf_entropy,margin,0,0,0,5,0.93667861,0.90605309,0.87736683,0.93667861,0.76804967,0.20701613
2421,4690,small,1487,rf_entropy,margin,0,0,0,6,0.93667861,0.90605309,0.87736683,0.93667861,0.75425972,0.32517452
2422,4691,small,1487,rf_entropy,margin,0,0,0,7,0.93667861,0.90605309,0.87736683,0.93667861,0.77280275,0.28183528
2423,4692,small,1487,rf_entropy,margin,0,0,0,8,0.93667861,0.90605309,0.87736683,0.93667861,0.76708702,0.24695931
2424,4693,small,1487,rf_entropy,margin,0,0,0,9,0.93667861,0.90605309,0.87736683,0.93667861,0.79969677,0.23457504
2425,4694,small,1487,rf_entropy,margin,0,0,0,10,0.93787336,0.90895762,0.94173769,0.93787336,0.77488448,0.24370475
2426,4695,small,1487,rf_entropy,margin,0,0,0,11,0.93667861,0.90605309,0.87736683,0.93667861,0.80631498,0.19856169
2427,4696,small,1487,rf_entropy,margin,0,0,0,12,0.93667861,0.90605309,0.87736683,0.93667861,0.77713467,0.24486598
2428,4697,small,1487,rf_entropy,margin,0,0,0,13,0.93667861,0.90605309,0.87736683,0.93667861,0.78972131,0.23921614
2429,4698,small,1487,rf_entropy,margin,0,0,0,14,0.93667861,0.90605309,0.87736683,0.93667861,0.79431796,0.27519764
2430,4699,small,1487,rf_entropy,margin,0,0,0,15,0.93667861,0.90605309,0.87736683,0.93667861,0.8196958,0.19449163
2431,4700,small,1487,rf_entropy,margin,0,0,0,16,0.93667861,0.90605309,0.87736683,0.93667861,0.80709713,0.19766426
2432,4701,small,1487,rf_entropy,margin,0,0,0,17,0.93667861,0.90605309,0.87736683,0.93667861,0.79412543,0.23829101
2433,4702,small,1487,rf_entropy,margin,0,0,0,18,0.93667861,0.90605309,0.87736683,0.93667861,0.7977835,0.30907779
2434,4703,small,1487,rf_entropy,margin,0,0,0,19,0.93787336,0.90895762,0.94173769,0.93787336,0.81690412,0.26505342
2435,4704,small,1487,rf_entropy,margin,0,0,0,20,0.9390681,0.91177756,0.94278969,0.9390681,0.79664035,0.31012198
2436,2164,small,1468,rf_entropy,margin,0,0,0,0,0.64145658,0.63592358,0.71679632,0.64145658,0.926642,1.3297357
2437,2165,small,1468,rf_entropy,margin,0,0,0,1,0.66666667,0.67070948,0.75323694,0.66666667,0.93700164,1.31348422
2438,2166,small,1468,rf_entropy,margin,0,0,0,2,0.58823529,0.57960851,0.68944561,0.58823529,0.92133397,1.37453619
2439,2167,small,1468,rf_entropy,margin,0,0,0,3,0.68347339,0.68465304,0.73083609,0.68347339,0.92771784,1.33965012
2440,2168,small,1468,rf_entropy,margin,0,0,0,4,0.68627451,0.68862781,0.74641816,0.68627451,0.93239093,1.33507004
2441,2169,small,1468,rf_entropy,margin,0,0,0,5,0.67226891,0.67404977,0.73192709,0.67226891,0.93669198,1.33849939
2442,2170,small,1468,rf_entropy,margin,0,0,0,6,0.67787115,0.66795526,0.71181273,0.67787115,0.93226988,1.32846175
2443,2171,small,1468,rf_entropy,margin,0,0,0,7,0.68067227,0.67445939,0.71001163,0.68067227,0.92558061,1.34836024
2444,2172,small,1468,rf_entropy,margin,0,0,0,8,0.67787115,0.6739445,0.71346658,0.67787115,0.93718344,1.31005981
2445,2173,small,1468,rf_entropy,margin,0,0,0,9,0.70308123,0.70197655,0.73751097,0.70308123,0.93942821,1.31536356
2446,2174,small,1468,rf_entropy,margin,0,0,0,10,0.7535014,0.75280284,0.78988095,0.7535014,0.95279785,1.31485145
2447,2175,small,1468,rf_entropy,margin,0,0,0,11,0.66666667,0.66276738,0.72433862,0.66666667,0.93895443,1.32832948
2448,2176,small,1468,rf_entropy,margin,0,0,0,12,0.69187675,0.6880118,0.71518329,0.69187675,0.93929363,1.32054491
2449,2177,small,1468,rf_entropy,margin,0,0,0,13,0.67226891,0.66926528,0.70508139,0.67226891,0.93238282,1.34677836
2450,2178,small,1468,rf_entropy,margin,0,0,0,14,0.68347339,0.69493407,0.7480709,0.68347339,0.9468521,1.31328324
2451,2179,small,1468,rf_entropy,margin,0,0,0,15,0.7394958,0.74281871,0.76802319,0.7394958,0.9481979,1.32795034
2452,2180,small,1468,rf_entropy,margin,0,0,0,16,0.7394958,0.74504857,0.78964456,0.7394958,0.94837007,1.30311276
2453,2181,small,1468,rf_entropy,margin,0,0,0,17,0.70028011,0.69572801,0.75417633,0.70028011,0.94225276,1.34030873
2454,2182,small,1468,rf_entropy,margin,0,0,0,18,0.7535014,0.7574299,0.789067,0.7535014,0.94897274,1.32683479
2455,2183,small,1468,rf_entropy,margin,0,0,0,19,0.72829132,0.73121894,0.77656734,0.72829132,0.95109509,1.31045845
2456,2184,small,1468,rf_entropy,margin,0,0,0,20,0.72829132,0.73754641,0.77433268,0.72829132,0.94790359,1.33317022
2457,4474,small,1475,rf_entropy,margin,0,0,0,0,0.35611689,0.3312717,0.33384912,0.35611689,0.57208458,3.07537401
2458,4475,small,1475,rf_entropy,margin,0,0,0,1,0.36156513,0.3380691,0.33360274,0.36156513,0.56231187,2.84758672
2459,4476,small,1475,rf_entropy,margin,0,0,0,2,0.34819217,0.32966641,0.33040888,0.34819217,0.57451506,2.40326857
2460,4477,small,1475,rf_entropy,margin,0,0,0,3,0.35908866,0.34265102,0.35001126,0.35908866,0.57111941,2.89534971
2461,4478,small,1475,rf_entropy,margin,0,0,0,4,0.37048044,0.34851421,0.34746855,0.37048044,0.58304468,2.88318188
2462,4479,small,1475,rf_entropy,margin,0,0,0,5,0.37147103,0.35286989,0.34935436,0.37147103,0.58442511,2.9708797
2463,4480,small,1475,rf_entropy,margin,0,0,0,6,0.36503219,0.34024059,0.34047224,0.36503219,0.56843472,4.0398045
2464,4481,small,1475,rf_entropy,margin,0,0,0,7,0.37444279,0.35241294,0.35095627,0.37444279,0.57988044,3.12184392
2465,4482,small,1475,rf_entropy,margin,0,0,0,8,0.36849926,0.33452097,0.32838497,0.36849926,0.57086087,3.59801356
2466,4483,small,1475,rf_entropy,margin,0,0,0,9,0.37642397,0.33943598,0.33644698,0.37642397,0.57563155,3.23245478
2467,4484,small,1475,rf_entropy,margin,0,0,0,10,0.3734522,0.33584461,0.33020488,0.3734522,0.57617946,3.6082786
2468,4485,small,1475,rf_entropy,margin,0,0,0,11,0.37691927,0.34266598,0.34804328,0.37691927,0.57714909,3.09231369
2469,4486,small,1475,rf_entropy,margin,0,0,0,12,0.3640416,0.34290443,0.34782699,0.3640416,0.57199581,3.60865274
2470,4487,small,1475,rf_entropy,margin,0,0,0,13,0.37147103,0.34438695,0.3525706,0.37147103,0.57779613,3.5621962
2471,4488,small,1475,rf_entropy,margin,0,0,0,14,0.35364042,0.33112232,0.33480578,0.35364042,0.57248366,3.35019662
2472,4489,small,1475,rf_entropy,margin,0,0,0,15,0.36552749,0.3453214,0.34640278,0.36552749,0.57481072,3.69286053
2473,4490,small,1475,rf_entropy,margin,0,0,0,16,0.36503219,0.35031579,0.36622744,0.36503219,0.58381411,2.99530219
2474,4491,small,1475,rf_entropy,margin,0,0,0,17,0.37741456,0.37303091,0.37991129,0.37741456,0.584765,2.86705091
2475,4492,small,1475,rf_entropy,margin,0,0,0,18,0.38236751,0.37476463,0.38295699,0.38236751,0.56831592,3.55081346
2476,4493,small,1475,rf_entropy,margin,0,0,0,19,0.37790986,0.37171326,0.38126315,0.37790986,0.56908186,3.72060281
2477,4494,small,1475,rf_entropy,margin,0,0,0,20,0.38038633,0.37070958,0.38059967,0.38038633,0.57671079,3.49722517
2478,2080,small,1462,rf_entropy,margin,0,0,0,0,0.81677704,0.81127014,0.83242294,0.81677704,0.95898484,0.32006664
2479,2081,small,1462,rf_entropy,margin,0,0,0,1,0.8388521,0.83480708,0.85223358,0.8388521,0.95821488,0.32016998
2480,2082,small,1462,rf_entropy,margin,0,0,0,2,0.82781457,0.82248976,0.84532791,0.82781457,0.96792822,0.32135973
2481,2083,small,1462,rf_entropy,margin,0,0,0,3,0.87417219,0.87270384,0.87875774,0.87417219,0.97338703,0.3117313
2482,2084,small,1462,rf_entropy,margin,0,0,0,4,0.82781457,0.82508595,0.83342866,0.82781457,0.94976506,0.33179432
2483,2085,small,1462,rf_entropy,margin,0,0,0,5,0.87417219,0.87241196,0.88047105,0.87417219,0.96867843,0.30647039
2484,2086,small,1462,rf_entropy,margin,0,0,0,6,0.90066225,0.89981576,0.90380196,0.90066225,0.98146174,0.278703
2485,2087,small,1462,rf_entropy,margin,0,0,0,7,0.92494481,0.9247692,0.92518166,0.92494481,0.98421583,0.25990951
2486,2088,small,1462,rf_entropy,margin,0,0,0,8,0.89845475,0.89773438,0.90064019,0.89845475,0.97599305,0.26821461
2487,2089,small,1462,rf_entropy,margin,0,0,0,9,0.93156733,0.93154976,0.93154137,0.93156733,0.98773987,0.24848699
2488,2090,small,1462,rf_entropy,margin,0,0,0,10,0.9580574,0.95785066,0.95980964,0.9580574,0.99647595,0.24124743
2489,2091,small,1462,rf_entropy,margin,0,0,0,11,0.93377483,0.93342114,0.9354696,0.93377483,0.99379097,0.22566983
2490,2092,small,1462,rf_entropy,margin,0,0,0,12,0.92715232,0.92653156,0.9308957,0.92715232,0.9887961,0.24435257
2491,2093,small,1462,rf_entropy,margin,0,0,0,13,0.95584989,0.95564999,0.95732922,0.95584989,0.99678196,0.20992801
2492,2094,small,1462,rf_entropy,margin,0,0,0,14,0.95143488,0.95125243,0.95243988,0.95143488,0.99603175,0.21241743
2493,2095,small,1462,rf_entropy,margin,0,0,0,15,0.9580574,0.95781567,0.96036458,0.9580574,0.99319869,0.22599396
2494,2096,small,1462,rf_entropy,margin,0,0,0,16,0.95143488,0.9511755,0.95336616,0.95143488,0.9954987,0.20990944
2495,2097,small,1462,rf_entropy,margin,0,0,0,17,0.95143488,0.9511755,0.95336616,0.95143488,0.9952223,0.19834456
2496,2098,small,1462,rf_entropy,margin,0,0,0,18,0.9602649,0.96005268,0.96231443,0.9602649,0.99830214,0.19460512
2497,2099,small,1462,rf_entropy,margin,0,0,0,19,0.96247241,0.96225613,0.96484404,0.96247241,0.99255706,0.2141691
2498,2100,small,1462,rf_entropy,margin,0,0,0,20,0.96247241,0.96225613,0.96484404,0.96247241,0.99186607,0.20681097
2499,589,small,1464,rf_entropy,margin,0,0,0,0,0.69230769,0.67712032,0.66588813,0.69230769,0.57347638,1.27310781
